"Resource ID(s)","Resource type","Status","Contributed by","Date","Audio Library Catalog ID","Koan Case #","Talk Location","Title","Caption or Other Speaker","Extracted Text","Speaker","Koan Collection","Track","Genre","Duration","Training Quarter"
29742,"Audio","Active","Mountain Record Editor","2015-06-07 12:59","AH02","243","Zen Mountain Monastery","Xiangyan's &quot;Person Up A Tree&quot;","","","Geoffrey Shugen Arnold","True Dharma Eye","243","Religion & Spirituality","0:46:56 (approx)","2015 Summer"
29741,"Audio","Active","Mountain Record Editor","2015-07-26 12:59","AH16","202","Zen Mountain Monastery","No Zen Masters","","","Geoffrey Shugen Arnold","True Dharma Eye","202","Religion & Spirituality","0:39:40 (approx)","2015 Summer"
29740,"Audio","Active","Mountain Record Editor","2015-07-12 12:59","AH14","","Zen Mountain Monastery","Distractions","Segei","","","","","Religion & Spirituality","0:40:26 (approx)","2015 Summer"
29739,"Audio","Active","Mountain Record Editor","2015-07-05 00:00","AH13","120","Zen Mountain Monastery","Priest Jin Asks About The Nature Of Life","","","Geoffrey Shugen Arnold","True Dharma Eye","120","Religion & Spirituality","0:44:54 (approx)","2015 Summer"
29738,"Audio","Active","Mountain Record Editor","2015-07-03 12:59","AH12","","Zen Mountain Monastery","ZTW Introduction","","","Geoffrey Shugen Arnold","","","Religion & Spirituality","0:36:58 (approx)","2015 Summer"
29737,"Audio","Active","Mountain Record Editor","2015-07-29 09:35","ah17","","Zen Mountain Monastery","Satisfaction","","Senior Talk","","","","Religion & Spirituality","0:37:16 (approx)","2015 Summer"
29736,"Audio","Active","Mountain Record Editor","2015-07-19 12:59","AH15","","Zen Mountain Monastery","Right Effort","","","Vanessa Zuisei Goddard","","","Religion & Spirituality","0:32:21 (approx)","2015 Summer"
29735,"Audio","Active","Mountain Record Editor","2015-07-12 00:00","AH14","","Zen Mountain Monastery","Distractions","","","Other","","","Religion & Spirituality","0:40:26 (approx)","2015 Summer"
29733,"Audio","Active","Mountain Record Editor","2015-07-03 00:00","AH12","","Zen Mountain Monastery","Introduction to Zen Training Weekend","","","Geoffrey Shugen Arnold","","","Religion & Spirituality","0:36:58 (approx)","2015"
29732,"Audio","Active","Mountain Record Editor","2015-07-29 12:59","AH17","","Zen Mountain Monastery","Satisfaction","Gokan","","Bear Gokan Bonebakker","","","Religion & Spirituality","0:37:16 (approx)","2015 Summer"
29731,"Audio","Active","Mountain Record Editor","2015-07-07 00:00","AH15","","Zen Mountain Monastery","Right Effort","","","Vanessa Zuisei Goddard","","","Religion & Spirituality","0:32:21 (approx)","2015 Fall"
29730,"Audio","Active","Mountain Record Editor","2015-08-30 12:59","AH29","198","Zen Mountain Monastery","Mistake Is Called Learning","","","Geoffrey Shugen Arnold","True Dharma Eye","198","Religion & Spirituality","0:43:12 (approx)","2015 Summer"
29729,"Audio","Active","Mountain Record Editor","2015-08-29 12:59","AH28","","Zen Mountain Monastery","Why Worry About The Matter Of Suchness","","","Geoffrey Shugen Arnold","","","Religion & Spirituality","0:43:16 (approx)","2015 Summer"
29728,"Audio","Active","Mountain Record Editor","2015-08-28 12:59","AH27","","Zen Mountain Monastery","Right Concentration","","Senior's Talk","Vanessa Zuisei Goddard","","","Religion & Spirituality","0:43:37 (approx)","2015 Summer"
29727,"Audio","Active","Mountain Record Editor","2015-08-27 12:59","AH26","18","Zen Mountain Monastery","The Everyday Affairs Of The One Who No Longer Chases The Stick","","","Geoffrey Shugen Arnold","Book of Serenity","18","Religion & Spirituality","0:43:45 (approx)","2015 Summer"
29726,"Audio","Active","Mountain Record Editor","2015-08-26 12:59","AH25","","Zen Mountain Monastery","Right Action From Right View","Kyosho","Senior Talk","","","","Religion & Spirituality","0:46:00 (approx)","2015 Summer"
29725,"Audio","Active","Mountain Record Editor","2015-08-23 12:59","AH24","","Zen Mountain Monastery","How Will You Use This Pain? ","","","Geoffrey Shugen Arnold","","","","0:39:45 (approx)","2015 Summer"
29724,"Audio","Active","Mountain Record Editor","2015-08-16 12:59","AH23","281","Zen Mountain Monastery","One Raised Fist","","","Geoffrey Shugen Arnold","True Dharma Eye","281","Religion & Spirituality","0:45:31 (approx)","2015 Summer"
29723,"Audio","Active","Mountain Record Editor","2015-08-09 12:59","AH22","","Zen Mountain Monastery","Enjoying Serenity And Tranquility","Gokan","Senior Talk","Bear Gokan Bonebakker","","","Religion & Tranquility","0:39:10 (approx)","2015 Summer"
29722,"Audio","Active","Mountain Record Editor","2015-08-02 12:59","AH21","","Zen Mountain Monastery","Gisan Gokan Tokudo","","","Geoffrey Shugen Arnold","","","Religion & Spirituality","0:59:39 (approx)","2015 Summer"
29721,"Audio","Active","Mountain Record Editor","2016-12-18 12:59","48M","","Zen Center of New York City","Making Space And Allowing Time","Shoan","","Danica Shoan Ankele","","","Religion and Spirituality","0:41:33 (approx)","2017 Winter"
29720,"Audio","Active","Mountain Record Editor","2016-12-14 12:59","47M","","Zen Center of New York City","Mondo: Lineage And Transmission","","","Geoffrey Shugen Arnold","","","Religion and Spirituality","1:32:17 (approx)","2017 Winter"
29719,"Audio","Active","Mountain Record Editor","2016-12-11 12:59","46M","","Zen Center of New York City","Buddha's Enlightenment","","","Jody Hojin Kimmel","","","Religion and Spirituality","0:50:40 (approx)","2017 Winter"
29718,"Audio","Active","Mountain Record Editor","2016-12-04 12:59","45M","","Zen Center of New York City","Business And Noble Silence","","","Jody Hojin Kimmel","","","Religion and Spirituality","0:51:29 (approx)","2017 Winter"
29717,"Audio","Active","Mountain Record Editor","2016-11-27 12:59","44M","","Zen Center of New York City","Gratitude Is Not ...","","","Ron Hogen Green","","","Religion and Spirituality","0:49:03 (approx)","2017 Winter"
29716,"Audio","Active","Mountain Record Editor","2016-11-26 12:59","43M","","Zen Center of New York City","A Whole Life","","","Ron Hogen Green","","","Religion and Spirituality","0:49:11 (approx)","2017 Winter"
29715,"Audio","Active","Mountain Record Editor","2016-11-20 12:59","42M","","Zen Center of New York City","Inviting Fear To The Table","Kyusan","","","","","Religion and Spirituality","0:42:07 (approx)","2016 Fall Ango"
29714,"Audio","Active","Mountain Record Editor","2016-11-13 12:59","41M","","Zen Center of New York City","Equanimity","","","Vanessa Zuisei Goddard","","","Religion and Spirituality","0:42:55 (approx)","2016 Fall Ango"
29713,"Audio","Active","Mountain Record Editor","2016-11-12 00:00","","","Zen Center of New York City","Choose What You Have to Do: Discipline as Self-Power – Part 2","Audio Note: Some of this retreat was accidentally not recorded.","","Ron Hogen Green","","","Religion and Spirituality","2:10:26 (approx)","2016 Fall"
29711,"Audio","Active","Mountain Record Editor","2016-11-12 00:00","","","Zen Center of New York City","Choose What You Have to Do: Discipline as Self-Power – Part 1","Audio Note: Some of this retreat was accidentally not recorded, and this recording comes from a lower-quality recording device.","","Ron Hogen Green","","","Religion and Spirituality","1:05:55 (approx)","2016 Fall"
29710,"Audio","Active","Mountain Record Editor","2016-11-06 12:59","40M","","Zen Center of New York City","On Being Gentle","Gokan","","Bear Gokan Bonebakker","","","Religion and Spirituality","0:45:16 (approx)","2016 Fall Ango"
29709,"Audio","Active","Mountain Record Editor","2016-10-30 12:59","39M","","Zen Center of New York City","A Letter From Our Friend","","","Ron Hogen Green","","","Religion and Spirituality","0:47:26 (approx)","2016 Fall Ango"
29708,"Audio","Active","Mountain Record Editor","2016-10-23 12:59","38M","","Zen Center of New York City","Gatha On Opening The Sutra","","","Jody Hojin Kimmel","","","Religion and Spirituality","0:39:49 (approx)","2016 Fall Ango"
29707,"Audio","Active","Mountain Record Editor","2016-10-20 12:59","37M","","Zen Center of New York City","Fusatsu: Entering The Mystery","","","Jody Hojin Kimmel","","","Religion and Spirituality","0:32:35 (approx)","2016 Fall Ango"
29706,"Audio","Active","Mountain Record Editor","2016-10-16 12:59","36M","","Zen Center of New York City","Compassion","","","Vanessa Zuisei Goddard","","","Religion and Spirituality","0:38:59 (approx)","2016 Fall Ango"
29705,"Audio","Active","Mountain Record Editor","2016-10-09 12:59","35M","","Zen Center of New York City","Don't Let The Sound Of Your Own Wheels Drive You Crazy","","","Ron Hogen Green","","","Religion and Spirituality","0:48:29 (approx)","2016 Fall Ango"
29704,"Audio","Active","Mountain Record Editor","2016-10-02 00:00","34m","","Zen Center of New York City","Genjo Koan – Enlightenment","","","Ron Hogen Green","","","Religion and Spirituality","0:38:39 (approx)","2016 Fall"
29703,"Audio","Active","Mountain Record Editor","2016-10-01 00:00","33m","","Zen Center of New York City","Genjo Koan – Delusion","","","Ron Hogen Green","","","Religion and Spirituality","0:53:39 (approx)","2016 Fall"
29702,"Audio","Active","Mountain Record Editor","2016-12-31 12:59","AI86","","Zen Mountain Monastery","Welcoming The New Year","","Welcoming The New Year","Geoffrey Shugen Arnold","","","Religion and Spirituality","0:40:13 (approx)","2017 Winter"
29701,"Audio","Active","Mountain Record Editor","2016-12-30 00:00","ai85","48","Zen Mountain Monastery","A Woman Comes Out of Samadhi","From the koan collection ""Entangling Vines"", Case 48
Also appears as Case 42 of ""The Gateless Gate""","","Geoffrey Shugen Arnold","Entangling Vines","48","Religion and Spirituality","0:58:38 (approx)","2017 Winter"
29700,"Audio","Active","Mountain Record Editor","2016-12-29 12:59","AI84","","Zen Mountain Monastery","&quot;I Find Myself Turning Into Something Of Inexplicable Value&quot;","","","Ron Hogen Green","","","Religion and Spirituality","0:30:03 (approx)","2017 Winter"
29699,"Audio","Active","Mountain Record Editor","2016-12-28 12:59","AI83","","Zen Mountain Monastery","Sympathetic Joy","","","Vanessa Zuisei Goddard","","","Religion and Spirituality","0:49:35 (approx)","2017 Winter"
29698,"Audio","Active","Mountain Record Editor","2016-12-27 12:59","AI82","9","Zen Mountain Monastery","The Buddha Of Non-Attaining","","","Geoffrey Shugen Arnold","Gateless Gate","9","Religion and Spirituality","0:48:22 (approx)","2017 Winter"
29697,"Audio","Active","Mountain Record Editor","2016-12-18 12:59","AI81","","Zen Mountain Monastery","On Mindfulness","","","Geoffrey Shugen Arnold","","","Religion and Spirituality","0:52:14 (approx)","2017 Winter"
29696,"Audio","Active","Mountain Record Editor","2016-12-11 12:59","AI80","","Zen Mountain Monastery","Not To Disregard A Single Being","","","Geoffrey Shugen Arnold","","","Religion and Spirituality","0:46:18 (approx)","2017 Winter"
29695,"Audio","Active","Mountain Record Editor","2016-12-04 12:59","AI79","48","Zen Mountain Monastery","Ching-Feng's &quot;One Way&quot;","","","Geoffrey Shugen Arnold","Gateless Gate","48","Religion and Spirituality","0:35:17 (approx)","2017 Winter"
29694,"Audio","Active","Mountain Record Editor","2016-11-27 12:59","AI78","81","Zen Mountain Monastery","Yunmen's &quot;Everyone's Light&quot;","","","Geoffrey Shugen Arnold","True Dharma Eye","81","Religion and Spirituality","0:49:09 (approx)","2017 Winter"
29693,"Audio","Active","Mountain Record Editor","2016-11-20 12:59","AI77","247","Zen Mountain Monastery","Shuso Hossen Ceremony For Prabu Gikon Vasan","Gikon","","","True Dharma Eye","247","Religion and Spirituality","1:10:19 (approx)","2016 Fall Ango"
29692,"Audio","Active","Mountain Record Editor","2016-11-19 12:59","AI76","123","Zen Mountain Monastery","Mayu's &quot;Nature Of The Wind&quot;","","","Geoffrey Shugen Arnold","True Dharma Eye","123","Religion and Spirituality","0:46:33 (approx)","2016 Fall Ango"
29691,"Audio","Active","Mountain Record Editor","2016-11-18 12:59","AI75","","Zen Mountain Monastery","My Sly Distance","","","Ron Hogen Green","","","Religion and Spirituality","0:47:43 (approx)","2016 Fall Ango"
29690,"Audio","Active","Mountain Record Editor","2016-11-17 12:59","AI74","","Zen Mountain Monastery","Trust In Mind","","","Jody Hojin Kimmel","","","Religion and Spirituality","0:46:47 (approx)","2016 Fall Ango"
29689,"Audio","Active","Mountain Record Editor","2016-11-16 12:59","AI73","244","Zen Mountain Monastery","Mayu's True Eye","","","John Daido Loori","True Dharma Eye","244","Religion and Spirituality","0:46:45 (approx)","2016 Fall Ango"
29688,"Audio","Active","Mountain Record Editor","2016-11-13 12:59","AI72","","Zen Mountain Monastery","Walking The Path Of Peace","","","Geoffrey Shugen Arnold","","","Religion and Spirituality","0:42:04 (approx)","2016 Fall Ango"
29687,"Audio","Active","Mountain Record Editor","2016-11-06 12:59","AI71","52","Zen Mountain Monastery","Who. Are. You?","","","Jody Hojin Kimmel","Koans of the Way of Reality","52","Religion and Spirituality","0:40:51 (approx)","2016 Fall Ango"
29686,"Audio","Active","Mountain Record Editor","2016-11-06 12:59","AI70.75","","Zen Mountain Monastery","Introduction To Zazen","Shoan","","Jody Hojin Kimmel","","","Religion and Spirituality","0:53:59 (approx)","2016 Fall Ango"
29684,"Audio","Active","Mountain Record Editor","2016-11-05 00:00","ai70","","Zen Mountain Monastery","The Beautiful-Awful","Hojin Osho offered this talk during Fall 2016 Wild Grasses Sesshin:

“I wanted to talk today about story, and how the stories of women have helped me. And in particular two women I’ll take up today: Rengetsu who wrote this [poem, “Field of Wild Grasses”], who I have a real affinity for—I’ll tell you about her haughty life—and Patachara. Because, over these years, I’ve been looking for stores about loss and grief and how my ancestors practiced[….]

“[Rengetsu] found out what mattered most through these ruptures:

‘The evanescence of
This floating world
 I feel over and over:
It is hardest
To be the one left behind.
I can only sob
and sob.’

“She recognized impermanence was for real, not just on an intellectual level. And I remember how long that took, to really feel this is not going to last. […] The rupture is nature. It makes adjustments to what’s needed and what to trust in being it. She trusts in her not knowing the depths of wisdom and love that can open in a human heart—if we enter the journey into our darkness, back into the light, into our darkness, into the light. I like to call it ‘the beautiful-awful’.”","","Jody Hojin Kimmel","","","Religion and Spirituality","1:00:07 (approx)","2016 Fall"
29683,"Audio","Active","Mountain Record Editor","2016-11-04 12:59","AI69","","Zen Mountain Monastery","I Arise Today","","","Vanessa Zuisei Goddard","","","Religion and Spirituality","0:38:12 (approx)","2016 Fall Ango"
29682,"Audio","Active","Mountain Record Editor","2016-11-02 00:00","ai68","","Zen Mountain Monastery","Buddhist Studies: Genjokoan – Session 6","","","Geoffrey Shugen Arnold","","","Religion and Spirituality","1:44:14 (approx)","2016 Fall"
29681,"Audio","Active","Mountain Record Editor","2016-10-30 12:59","AI67","23","Zen Mountain Monastery","Take Care Of Today
(&quot;Think Neither Good Nor Evil&quot;)","","","Geoffrey Shugen Arnold","Gateless Gate","23","Religion and Spirituality","0:47:04 (approx)","2016 Fall Ango"
29680,"Audio","Active","Mountain Record Editor","2016-10-28 12:59","AI66.5","","Zen Mountain Monastery","Beginning Instruction In Zazen And Introductory Discourse","","","Geoffrey Shugen Arnold","","","Religion and Spirituality","1:13:53 (approx)","2016 Fall Ango"
29679,"Audio","Active","Mountain Record Editor","2016-10-27 00:00","ai66","","Zen Mountain Monastery","On the Hungry Ghost Ceremony","","","Jody Hojin Kimmel","","","Religion and Spirituality","0:16:29 (approx)","2016 Fall"
29678,"Audio","Active","Mountain Record Editor","2016-10-23 12:59","AI65","","Zen Mountain Monastery","Dharma Encounter: How Do We Step Forward?","","","Geoffrey Shugen Arnold","","","Religion and Spirituality","1:07:21 (approx)","2016 Fall Ango"
29677,"Audio","Active","Mountain Record Editor","2016-10-22 12:59","AI64","79","Zen Mountain Monastery","Changsha's Advancing A Step","","","Geoffrey Shugen Arnold","Book of Serenity","79","Religion and Spirituality","0:47:15 (approx)","2016 Fall Ango"
29676,"Audio","Active","Mountain Record Editor","2016-10-21 12:59","AI63","","Zen Mountain Monastery","Beyond Our Knowledge","","","Ron Hogen Green","","","Religion and Spirituality","0:38:27 (approx)","2016 Fall Ango"
29675,"Audio","Active","Mountain Record Editor","2016-10-20 12:59","AI62","","Zen Mountain Monastery","The Great Mother Calls You Home","","","Geoffrey Shugen Arnold","","","Religion and Spirituality","0:41:51 (approx)","2016 Fall Ango"
29674,"Audio","Active","Mountain Record Editor","2016-10-19 12:59","AI61","","Zen Mountain Monastery","The Deva Messengers And The Two Darts Of Feeling","Seigei","","","","","Religion and Spirituality","0:45:17 (approx)","2016 Fall Ango"
29673,"Audio","Active","Mountain Record Editor","2016-10-16 12:59","AI60","","Zen Mountain Monastery","Jukai - For Judith Taisei Schutzman, Kerry Shoho Fristoe, Karen Fuyu Spicher, Sandy Joshin Del Valle, Jude Kushu Dinan, And Andy Jikai Kriger","","","Geoffrey Shugen Arnold","","","Religion and Spirituality","1:16:51 (approx)","2016 Fall Ango"
29672,"Audio","Active","Mountain Record Editor","2016-10-12 12:59","AI59","","Zen Mountain Monastery","Fusatsu: Delusion Is Not Sustainable","","","Geoffrey Shugen Arnold","","","Religion and Spirituality","0:30:25 (approx)","2016 Fall Ango"
29671,"Audio","Active","Mountain Record Editor","2016-10-12 00:00","ai58","","Zen Mountain Monastery","Buddhist Studies: Genjokoan – Session 5","","","Geoffrey Shugen Arnold","","","Religion and Spirituality","0:53:05 (approx)","2016 Fall"
29670,"Audio","Active","Mountain Record Editor","2016-10-09 12:59","AI57","18","Zen Mountain Monastery","Nanquan And The Land Deity","","","Geoffrey Shugen Arnold","True Dharma Eye","18","Religion and Spirituality","0:42:40 (approx)","2016 Fall Ango"
29669,"Audio","Active","Mountain Record Editor","2016-10-08 12:59","AI56.4","","Zen Mountain Monastery","To Be Enlightened By The World: 2016 Fall Ango Intensive","","","Geoffrey Shugen Arnold","","","Religion and Spirituality","1:20:18 (approx)","2016 Fall Ango"
29668,"Audio","Active","Mountain Record Editor","2016-10-08 00:00","ai56.3.2","","Zen Mountain Monastery","To Be Enlightened by the World: 2016 Fall Ango Intensive, Part 2 – Sounds","Instrumental and vocal explorations","","Geoffrey Shugen Arnold","","","Religion and Spirituality","0:25:26 (approx)","2016 Fall"
29667,"Audio","Active","Mountain Record Editor","2016-10-08 00:00","ai56.3","","Zen Mountain Monastery","To Be Enlightened By The World: 2016 Fall Ango Intensive, Part 3","Continuing the retreat-weekend's thematic progression·activating awareness in zazen and then bringing it into liturgy, from stillness into activity·Shugen Sensei leads the sangha in examining how we can bring bring our attention into the activity of Right Livelihood. In particular, he asks, ""How do you remember?""  He explains, ""What we translate as 'Mindfulness' means 'to remember, to remember, to remember'·this very deliberate, very conscious part of practicing the living Way. [.] [I]f we think of the elements of an offering, of a prostration, of zazen, then those are the elements that we can bring forward into our work, into our relationships. And in that way, those become reminders·living reminders·and not just reminders but practice, because we're not just remembering. Within remembering, we're practicing."" Sangha members respond and ask questions.","","Geoffrey Shugen Arnold","","","Religion and Spirituality","1:18:42 (approx)","2016 Fall"
29666,"Audio","Active","Mountain Record Editor","2016-10-07 00:00","ai56.05","","Zen Mountain Monastery","To Be Enlightened by the World: Fall 2016 Ango Intensive, Part .5 Bonus – Chanting the First Half of ""Genjokoan""","The assembled ZMM sangha begins the ango intensive by chanting the first half of Master Dogen's ""Genjokoan"". (Shoan is the liturgist.)","","","","","Religion and Spirituality","0:12:14 (approx)","2016 Fall"
29664,"Audio","Active","Mountain Record Editor","2016-10-07 00:00","ai56.1","","Zen Mountain Monastery","To Be Enlightened by the World: 2016 Fall Ango Intensive – Part 1","Friday Morning Retreat-Session

Shugen Sensei and the sangha explore the role of faith in Zen practice and reflect on personal experiences of the practice of zazen, examining Master Dogen’s Fukan Zazengi (“Universally Recommended Instructions for Zazen”) and the core text of the ango, Genjokoan.","","Geoffrey Shugen Arnold","","","Religion and Spirituality","1:19:11 (approx)","2016 Fall"
29663,"Audio","Active","Mountain Record Editor","2016-10-05 00:00","ai55","","Zen Mountain Monastery","Buddhist Studies: Genjokoan – Session 4","","","Geoffrey Shugen Arnold","","","Religion and Spirituality","0:53:55 (approx)","2016 Fall"
29662,"Audio","Active","Mountain Record Editor","2016-10-02 12:59","AI54","16","Zen Mountain Monastery","The Bell Sound And The Priest's Robe","","","Geoffrey Shugen Arnold","Gateless Gate","16","Religion and Spirituality","0:48:42 (approx)","2016 Fall Ango"
29661,"Audio","Active","Mountain Record Editor","2016-09-29 00:00","ai53","","Zen Mountain Monastery","Buddhist Studies: Genjokoan – Session 3","","","Geoffrey Shugen Arnold","","","Religion and Spirituality","1:42:35 (approx)","2016 Fall"
29660,"Audio","Active","Mountain Record Editor","2016-09-25 12:59","AI52","","Zen Mountain Monastery","Dharma Encounter: Covering The Ground Upon Which We Stand","","From Master Dogen's ""Genjokoan""","Geoffrey Shugen Arnold","","","Religion and Spirituality","1:03:23 (approx)","2016 Fall Ango"
29659,"Audio","Active","Mountain Record Editor","2016-09-24 12:59","AI51","270","Zen Mountain Monastery","Changsha's Liturgy","","","Geoffrey Shugen Arnold","True Dharma Eye","270","Religion and Spirituality","0:48:41 (approx)","2016 Fall Ango"
29658,"Audio","Active","Mountain Record Editor","2016-09-23 12:59","AI50","","Zen Mountain Monastery","The Four Immeasurables","","","Vanessa Zuisei Goddard","","","Religion and Spirituality","0:42:32 (approx)","2016 Fall Ango"
29657,"Audio","Active","Mountain Record Editor","2016-09-22 12:59","AI49","13","Zen Mountain Monastery","Linji's &quot;Blind Ass&quot;","","","Geoffrey Shugen Arnold","Book of Serenity","167","Religion and Spirituality","0:50:04 (approx)","2016 Fall Ango"
29656,"Audio","Active","Mountain Record Editor","2016-09-21 12:59","AI48","","Zen Mountain Monastery","I Should Perform All Actions For Others' Happiness","Gokan","","Bear Gokan Bonebakker","","","Religion and Spirituality","0:28:34 (approx)","2016 Fall Ango"
29655,"Audio","Active","Mountain Record Editor","2016-09-18 12:59","AI47","","Zen Mountain Monastery","Daojin Ordination Ceremony For Michelle Seigei Spark, Richard Ryoha Dunworth, And Patricia Kaishin Jamieson","","","Geoffrey Shugen Arnold","","","Religion and Spirituality","1:06:47 (approx)","2016 Fall Ango"
29654,"Audio","Active","Mountain Record Editor","2016-09-15 12:59","AI46","","Zen Mountain Monastery","Fusatsu","","","Geoffrey Shugen Arnold","","","Religion and Spirituality","0:26:22 (approx)","2016 Fall Ango"
29653,"Audio","Active","Mountain Record Editor","2016-09-14 00:00","ai45","","Zen Mountain Monastery","Buddhist Studies: Genjokoan – Session 2","","","Geoffrey Shugen Arnold","","","Religion and Spirituality","0:50:11 (approx)","2016 Fall"
29652,"Audio","Active","Mountain Record Editor","2016-09-11 12:59","AI44.5","225","Zen Mountain Monastery","Dongshan's &quot;Heat And Cold&quot;","","","Geoffrey Shugen Arnold","True Dharma Eye","225","Religion and Spirituality","0:23:28 (approx)","2016 Fall Ango"
29651,"Audio","Active","Mountain Record Editor","2016-09-09 00:00","ai44","","Zen Mountain Monastery","Buddhist Studies: Genjokoan - Session 1","","","Geoffrey Shugen Arnold","","","Religion and Spirituality","1:45:00 (approx)","2016 Fall"
29650,"Audio","Active","Mountain Record Editor","2016-09-04 12:59","AI43","","Zen Mountain Monastery","Ango Opening Discourse","","","Geoffrey Shugen Arnold","","","Religion and Spirituality","0:39:40 (approx)","2016 Fall Ango"
29649,"Audio","Active","Mountain Record Editor","2016-09-03 12:59","AI42","","Zen Mountain Monastery","The Power Of Language","","","Geoffrey Shugen Arnold","","","Religion and Spirituality","0:51:37 (approx)","2016 Fall Ango"
29648,"Audio","Active","Mountain Record Editor","2016-09-25 12:59","32M","","Zen Center of New York City","This Is Not Mine","Yukon","","","","","Religion and Spirituality","0:15:41 (approx)","2016 Fall Ango"
29647,"Audio","Active","Mountain Record Editor","2016-09-18 12:59","31M","","Zen Center of New York City","Ango Opening Talk","","","Ron Hogen Green","","","Religion and Spirituality","0:49:40 (approx)","2016 Fall Ango"
29646,"Audio","Active","Mountain Record Editor","2016-09-15 00:00","30m","","Zen Center of New York City","Fusatsu","","","Jody Hojin Kimmel","","","Religion and Spirituality","0:44:57 (approx)","2016 Fall"
29645,"Audio","Active","Mountain Record Editor","2016-09-11 12:59","29M","","Zen Center of New York City","Loving Speech","","","Jody Hojin Kimmel","","","Religion and Spirituality","0:39:54 (approx)","2016 Fall Ango"
29644,"Audio","Active","Mountain Record Editor","2016-09-04 12:59","28M","","Zen Center of New York City","The Execution","","","Ron Hogen Green","","","Religion and Spirituality","0:47:36 (approx)","2016 Fall"
29643,"Audio","Active","Mountain Record Editor","2016-09-25 00:00","32M","","Zen Center of New York City","This Is Not Mine","","","Other","","","Religion and Spirituality","0:15:41 (approx)","2016 Fall Ango"
29642,"Audio","Active","Mountain Record Editor","2016-09-18 00:00","31M","","Zen Center of New York City","Ango Opening Talk","","","Jody Hojin Kimmel","","","Religion and Spirituality","0:49:40 (approx)","2016 Fall Ango"
29641,"Audio","Active","Mountain Record Editor","2016-09-15 00:00","","","Zen Center of New York City","Fusatsu - September 2016","","","Jody Hojin Kimmel","","","Religion and Spirituality","0:44:57 (approx)","2016 Fall Ango"
29640,"Audio","Active","Mountain Record Editor","2016-09-11 00:00","29m","","Zen Center of New York City","Loving Speech","","","Jody Hojin Kimmel","","","Religion and Spirituality","0:39:54 (approx)","2016 Fall Ango"
29638,"Audio","Active","Mountain Record Editor","2015-09-27 12:59","AH41","","Zen Mountain Monastery","September 2015 Ango Dharma Encounter","","","Geoffrey Shugen Arnold","","","Religion & Spirituality","1:10:25 (approx)","2015 Fall Ango"
29637,"Audio","Active","Mountain Record Editor","2015-09-26 12:59","AH40","48","Zen Mountain Monastery","Ching-feng's &quot;One Way&quot;","","","Geoffrey Shugen Arnold","Gateless Gate","48","Religion & Spirituality","0:44:00 (approx)","2015 Fall Ango"
29636,"Audio","Active","Mountain Record Editor","2015-09-25 12:59","AH39","","Zen Mountain Monastery","Patience Paramita","","Senior Talk","Vanessa Zuisei Goddard","","","Religion & Spiritualiyy","0:36:13 (approx)","2015 Fall Ango"
29635,"Audio","Active","Mountain Record Editor","2015-09-24 12:59","AH38","91","Zen Mountain Monastery","Yen Kuan's Rhinoceros","","","Geoffrey Shugen Arnold","","91","Religion & Spirituality","0:40:20 (approx)","2015 Fall Ango"
29634,"Audio","Active","Mountain Record Editor","2015-09-23 12:59","AH37","","Zen Mountain Monastery","The Backwards Step","Michelle Segei Spark","","","","","Religion & Spirituality","0:46:00 (approx)","2015 Fall Ango"
29633,"Audio","Active","Mountain Record Editor","2015-09-20 12:59","AH36","","Zen Mountain Monastery","Karaniya Metta Sutta","","","Geoffrey Shugen Arnold","","","Religion & Spirituality","0:46:02 (approx)","2015 Fall Ango"
29632,"Audio","Active","Mountain Record Editor","2015-09-17 12:59","AH35","","Zen Mountain Monastery","There Can Be No Wisdom Without Compassion","","","Geoffrey Shugen Arnold","","","Religion & Spirituality","0:32:43 (approx)","2015 Fall Ango"
29631,"Audio","Active","Mountain Record Editor","2015-09-13 12:59","AH34","253","Zen Mountain Monastery","Shakyamuni's Flower","","","Geoffrey Shugen Arnold","True Dharma Eye","253","Religion & Spirituality","0:44:39 (approx)","2015 Fall Ango"
29630,"Audio","Active","Mountain Record Editor","2015-09-10 12:59","AH33","","Zen Mountain Monastery","Fall 2015 Ango - Academic Session - 1","","","Geoffrey Shugen Arnold","","","Religion & Spirituality","1:55:07 (approx)","2015 Fall Ango"
29629,"Audio","Active","Mountain Record Editor","2015-09-06 12:59","AH32","","Zen Mountain Monastery","Fall 2015 Ango Opening","","","Geoffrey Shugen Arnold","","","Reigion & Spirituality","0:42:57 (approx)","2015 Fall Ango"
29628,"Audio","Active","Mountain Record Editor","2015-09-05 12:59","AH31","8","Zen Mountain Monastery","Dongshan's &quot;No Grass&quot;","","","Geoffrey Shugen Arnold","Book of Serenity","89","Religion & Spirituality","0:39:27 (approx)","2015 Fall Ango"
29627,"Audio","Active","Mountain Record Editor","2015-09-03 00:00","ah30","","Zen Mountain Monastery","Fall 2015 Ango opening Mondo","","","Geoffrey Shugen Arnold","","","Religion & Spirituality","1:17:33 (approx)","2015 Fall"
29626,"Audio","Active","Mountain Record Editor","2015-10-31 12:59","AH51","","Zen Mountain Monastery","On The Three Bodies Of Buddha","","Dharma Discourse","Geoffrey Shugen Arnold","","","Religion & Spirituality","0:44:40 (approx)","2015 Fall Ango"
