start	end	text
1758340	1758640	think it's
1758640	1759200	the same
1759200	1759660	with a lot
1759660	1760040	of things
1760040	1760360	in our
1760360	1760820	society
1760820	1761140	they're not
1761140	1761320	going to
1761320	1761780	go away
1761780	1763060	so how
1763060	1763440	can we
1763440	1764000	use them
1764000	1765160	to nourish
1765160	1765660	and that's
1765660	1766380	basically what
1766380	1767080	we're exploring
1767080	1768340	with this
1768340	1769780	holiday
1769780	1771060	everybody's
1771060	1771560	already into
1771560	1772060	the holiday
1772060	1773340	and they're
1773340	1773680	going to do
1773680	1774260	it one way
1774260	1774620	or another
1774620	1775360	and the
1775360	1775780	people that
1775780	1776300	can't do
1776300	1776560	it
1776560	1778840	because of
1778840	1780200	circumstances
1780200	1781080	because they
1781080	1781900	don't have
1781900	1784680	the luxury
1784680	1785600	of choice
1785600	1786240	like we
1786240	1786660	have
1786660	1788200	become
1788200	1789000	despondent
1789000	1789600	and disturbed
1789600	1790160	by it
1790160	1791180	by not
1791180	1791900	having that
1791900	1792960	so this is
1792960	1793580	an opportunity
1793580	1794220	to do
1794220	1794920	something there
1794920	1795460	but to do
1795460	1796460	something in a
1796460	1797840	nourishing way
1797840	1798480	more positive
1798480	1798680	way
1798680	1806560	I think you
1806560	1806840	do
1806840	1807800	I've told
1807800	1808480	a lot of
1808480	1809040	my students
1809040	1809520	here the
1809520	1809980	story of
1809980	1810300	when I
1810300	1811140	first started
1811140	1812020	teaching
1812020	1813040	it was very
1813040	1813780	difficult for
1813780	1814540	me to have
1814540	1815360	what's called
1815360	1815860	an anja
1815860	1816940	an attendant
1816940	1818440	that takes
1818440	1819160	care of
1819160	1819900	the teacher
1819900	1821240	the reason
1821240	1821500	it was
1821500	1822180	difficult for
1822180	1822880	me is that
1822880	1824180	my father
1824180	1824720	died when I
1824720	1825040	was very
1825040	1825380	young
1825380	1827060	and we
1827060	1827660	were pretty
1827660	1828140	well all
1828140	1828580	family
1828580	1829860	and he
1829860	1830400	was a
1830400	1830920	politician
1830920	1832260	at the
1832260	1832940	state level
1832940	1834660	and my
1834660	1835520	mother was
1835520	1836080	you know
1836080	1836900	hostess to
1836900	1837240	all these
1837240	1837900	important people
1837900	1838260	and everything
1838260	1838640	and then he
1838640	1839040	died
1839040	1839840	didn't believe
1839840	1840420	in insurance
1840420	1840860	you know
1840860	1841340	this was
1841340	1842380	1939
1842380	1844480	and so he
1844480	1845020	left us
1845020	1845520	basically
1845520	1846220	penniless
1846220	1847320	my mother
1847320	1847840	had to go
1847840	1848420	to work
1848420	1849020	but she
1849020	1849500	really didn't
1849500	1849900	have any
1849900	1850260	skills
1850260	1850780	women in
1850780	1851180	those days
1851180	1851660	didn't
1851660	1853620	and so
1853620	1854060	she went
1854060	1854700	to school
1854700	1855740	and worked
1855740	1857140	and was
1857140	1858040	cleaning house
1858040	1860200	and avoiding
1860200	1862980	I mean she
1862980	1863500	was just too
1863500	1864020	proud to
1864020	1864480	take what
1864480	1864900	was called
1864900	1865340	relief
1865340	1865860	same as
1865860	1866280	welfare
1866280	1866660	now she
1866660	1867040	would never
1867040	1867580	take it
1867580	1870840	but I
1870840	1871240	would find
1871240	1871760	her crying
1871760	1872660	at night
1872660	1874280	because she
1874280	1875660	was cleaning
1875660	1876680	houses for
1876680	1877160	the people
1877160	1877600	that she
1877600	1877940	was the
1877940	1878820	hostess for
1878820	1880100	years before
1880100	1880800	you know
1880800	1881920	she was a
1881920	1882420	housekeeper
1882420	1885260	and it
1885260	1885960	really bothered
1885960	1887160	me that
1887160	1887740	I mean it
1887740	1888580	imprinted me
1888580	1889180	pretty deeply
1889180	1889660	I was nine
1889660	1890180	years old
1890180	1892160	later when I
1892160	1892680	got married
1892680	1893260	and was
1893260	1894420	making a
1894420	1894980	lot of
1894980	1895260	money
1895260	1897140	my wife
1897140	1897560	wanted a
1897560	1898060	housekeeper
1898060	1900320	and somebody
1900320	1900740	would come in
1900740	1901040	and actually
1901040	1901780	even cook for
1901780	1902560	us and I
1902560	1903320	kept resisting
1903320	1903980	it and then
1903980	1905000	finally I
1905000	1906440	agreed to
1906440	1906860	do it
1906860	1908700	and we'd
1908700	1909060	have this
1909060	1909860	woman come
1909860	1911000	in who
1911000	1911520	cleaned the
1911520	1912100	house and
1912100	1912760	would feed
1912760	1913200	the kids
1913200	1913540	and then
1913540	1914220	serve us
1914220	1914600	in another
1914600	1915020	room I
1915020	1915660	felt so
1915660	1916360	awful you
1916360	1916500	know I
1916500	1916900	kept thinking
1916900	1917200	of my
1917200	1919180	mother just
1919180	1919680	couldn't do
1919680	1920160	it you know
1920160	1921380	and so we
1921380	1922140	finally stopped
1922140	1922960	that big
1922960	1923800	arguments over
1923800	1925240	it so years
1925240	1925720	later I
1925720	1926160	become a
1926160	1927200	teacher and
1927200	1927700	part of being
1927700	1928600	a teacher is
1928600	1929320	you have a
1929320	1931100	group of
1931100	1932040	attendants a
1932040	1933620	personal
1933620	1934340	attendant a
1934340	1935780	secretary a
1935780	1936960	housekeeper and
1936960	1938880	all that but
1938880	1939460	I wasn't going to
1939460	1939900	do that
1939900	1942840	and so one
1942840	1943640	day my
1943640	1944180	teacher was
1944180	1944880	visiting me
1944880	1945480	and we're
1945480	1945740	at the
1945740	1946060	house and
1946060	1946400	I'm running
1946400	1947400	around serving
1947400	1948240	him cooking
1948240	1948780	getting his
1948780	1949180	ready he
1949180	1949880	says I
1949880	1950160	don't want
1950160	1950460	you to have
1950460	1951100	your Anja do
1951100	1952460	that and I
1952460	1953100	had been his
1953100	1954160	Anja and I
1954160	1954640	had been his
1954640	1955640	G ship so I
1955640	1956600	knew how to do
1956600	1958460	it so I said
1958460	1959120	no I don't have
1959120	1961320	an Anja proudly
1961320	1962740	a little bit of
1962740	1963800	pride no I
1963800	1964480	don't have an
1964480	1965360	Anja I'm a
1965360	1967400	regular guy he
1967400	1967940	said how can
1967940	1968440	you be so
1968440	1969040	selfish
1969040	1971160	I said why
1971160	1972400	he said what
1972400	1972780	do you mean
1972780	1973980	he said how
1973980	1974580	can you be so
1974580	1975560	selfish and not
1975560	1977340	allow your
1977340	1978200	students to
1978200	1978900	serve you to
1978900	1980440	give back to
1980440	1981340	you what you
1981340	1982000	give to them
1982000	1984680	and it changed
1984680	1986340	my whole notion
1986340	1986980	about that
1986980	1988860	and I suddenly
1988860	1989580	started doing
1989580	1990220	it I'm still
1990220	1991140	uncomfortable with
1991140	1992900	it but I
1992900	1993460	feel it's an
1993460	1994420	important part of
1994420	1995260	the whole process
1995260	1996060	that they need
1996060	1996920	to otherwise
1996920	1997560	they become
1997560	1998940	thieves they
1998940	2000720	take and
2000720	2001040	don't give
2001040	2001320	and they
2001320	2001920	feel awful
2001920	2002540	about it
2002540	2003580	they want
2003580	2003800	to
2003800	2004680	students want
2004680	2005740	to give
2005740	2006200	back
2006200	2007220	I know I
2007220	2007700	did when I
2007700	2008100	was serving
2008100	2008520	my teacher
2008520	2009260	I felt great
2009260	2010280	but we used
2010280	2010740	to fight
2010740	2011300	over who
2011300	2011640	could do
2011640	2012340	it
2012340	2013560	what about
2013560	2013580	what about
2013580	2013900	if you're
2013900	2014360	on the end
2014360	2014900	of wanting
2014900	2015720	to give
2015720	2016200	back
2016200	2018860	say that
2018860	2019060	again
2019060	2019880	are you
2019880	2020520	stuck
2020520	2021340	not
2021340	2022200	having
2022200	2022760	Donna
2022760	2024140	if the
2024140	2024760	other person
2024760	2025720	doesn't give
2025720	2026080	back
2026080	2026760	or is there
2026760	2027040	something
2027040	2028140	that you
2028140	2028460	can
2028460	2028960	oh no
2028960	2029940	they don't
2029940	2030800	it's not
2030800	2031940	there's no
2031940	2032960	conscious giving
2032960	2033800	on their part
2033800	2035160	there's no
2035160	2035360	conscious
2035360	2036000	I mean
2036000	2036720	Lenny
2036720	2037480	mentioned
2037480	2038260	last night
2038260	2038660	when we were
2038660	2039260	at the prison
2039260	2040160	and I
2040160	2040880	mentioned it
2040880	2041340	before
2041340	2042260	every time
2042260	2042620	we go to
2042620	2043120	the prison
2043120	2044260	to work
2044260	2044500	with the
2044500	2044820	prisoners
2044820	2045220	you know
2045220	2046120	we're like
2046120	2046620	the heroes
2046620	2047180	we come in
2047180	2047500	from the
2047500	2047860	outside
2047860	2048800	and we're
2048800	2050660	doing something
2050660	2051080	for them
2051080	2051520	we're bringing
2051520	2052060	the Dharma
2052060	2052520	to them
2052520	2052940	and everything
2052940	2054200	and by the
2054200	2054660	time we're
2054660	2055020	finished
2055020	2055760	we're all
2055760	2056520	walking away
2056520	2056920	with our
2056920	2057580	tails between
2057580	2057960	our legs
2057960	2058520	because we've
2058520	2059420	received so much
2059420	2060640	it seems so
2060640	2061380	lopsided
2061380	2062740	you know
2062740	2063940	and it's not
2063940	2066060	it's not
2066060	2066860	that physically
2066860	2068160	they're saying
2068160	2068500	okay
2068500	2069200	you gave me
2069200	2069580	this now
2069580	2069800	I'm going
2069800	2070040	to give
2070040	2070460	you this
2070460	2070940	it's just
2070940	2071380	that it
2071380	2071860	happens
2071860	2072380	by the
2072380	2073380	it's like
2073380	2074040	making love
2074040	2075280	you know
2075280	2075720	nobody's
2075720	2076240	thinking about
2076240	2076660	okay you
2076660	2077140	kiss me
2077140	2077480	and I'll
2077480	2077960	kiss you
2077960	2078320	and you
2078320	2078780	touch me
2078780	2078960	I'll
2078960	2079280	touch you
2079280	2079980	you know
2079980	2080660	you just
2080660	2081460	do it
2081460	2084840	the birds
2084840	2085640	do it
2085640	2088100	and the bees
2088100	2088740	do it
2088740	2091460	anybody else
2091460	2092480	well you
2092480	2093220	practice that
2093220	2093640	the way you
2093640	2094220	practice
2094220	2095520	you know
2095520	2096120	your breath
2096120	2097060	so it
2097060	2097740	comes up
2097740	2099620	any thought
2099620	2101020	I'm good
2101020	2101620	I'm bad
2101620	2102560	I'm Santa
2102560	2103020	Claus
2103020	2107520	you acknowledge
2107520	2108160	it throw it
2108160	2108520	away
2108520	2109920	come back
2109920	2110200	to the
2110200	2110540	moment
2110540	2113380	I mean
2113380	2114060	it's
2114060	2115220	it's
2115220	2115900	when I
2115900	2116100	say
2116100	2116820	nourishment
2116820	2117860	to be
2117860	2118520	nourished
2118520	2120020	it's kind
2120020	2120460	of a
2120460	2121080	vague
2121080	2122300	intangible
2122300	2123700	term
2123700	2125840	but I've
2125840	2126860	talked about
2126860	2128540	nourishment
2128540	2129420	in terms
2129420	2130160	of photography
2130160	2130900	for example
2130900	2131520	or in
2131520	2131900	terms of
2131900	2132200	art
2132200	2132840	or music
2132840	2134900	there is
2134900	2135420	art
2135420	2136460	that poisons
2136460	2138300	and there's
2138300	2138820	art that
2138820	2139460	nourishes
2139460	2141420	art that
2141420	2142020	poisons
2142020	2144660	is art
2144660	2145120	that when
2145120	2145360	you've
2145360	2146000	experienced
2146000	2146200	it
2146200	2146700	a photograph
2146700	2147540	a painting
2147540	2148080	piece of
2148080	2148540	music
2148540	2150160	and then
2150160	2150720	walk away
2150720	2151100	from it
2151100	2151720	you feel
2151720	2152160	as if
2152160	2152400	you've
2152400	2152620	lost
2152620	2153080	something
2153080	2154100	something
2154100	2154440	has
2154440	2157460	been taken
2157460	2157940	away
2157940	2160000	art that
2160000	2160520	nourishes
2160520	2161800	when you
2161800	2162300	walk away
2162300	2162840	from it
2162840	2163940	you feel
2163940	2164600	that you've
2164600	2165140	received
2165140	2165640	something
2165640	2166740	you feel
2166740	2168420	nicer
2168420	2169000	better
2169000	2170480	greater
2170480	2171520	so
2171520	2172180	nourishment
2172180	2172660	is what
2172660	2174000	I hope
2174000	2174580	spiritual
2174580	2175220	nourishment
2175220	2175900	to take
2175900	2176220	away
2176220	2176820	as well
2176820	2177640	as some
2177640	2178060	pretty good
2178060	2178460	food
2178460	2179800	I mean
2179800	2180380	those turkeys
2180380	2181200	are nothing
2181200	2182000	to scoff
2182000	2182320	at
2182320	2187340	you're the
2187340	2187780	last one
2187780	2188000	Peter
2188000	2188540	you started
2188540	2188980	and you're
2188980	2189120	going to
2189120	2189520	close it
2189520	2189960	go ahead
2189960	2191380	say that
2191380	2192300	last line
2192300	2192580	again
2192580	2193640	you gave
2193640	2199180	thanks to
2199180	2199460	her
2199460	2200680	what doesn't
2200680	2201040	make any
2201040	2202440	well the
2202440	2202960	best one
2202960	2204400	to talk
2204400	2204900	to about
2204900	2205380	that I
2205380	2206100	guess is
2206100	2207800	guess who
2207800	2215120	I mean I'm
2215120	2215940	a father
2215940	2217920	and I
2217920	2218680	feel good
2218680	2220000	when my
2220000	2220480	kids feel
2220480	2220820	good
2220820	2222220	so whenever
2222220	2222720	I can do
2222720	2223260	something to
2223260	2224200	help my
2224200	2224640	kids
2224640	2225480	I mean
2225480	2225940	they're all
2225940	2227900	you would
2227900	2228220	think they
2228220	2228640	were old
2228640	2229100	people
2229100	2229940	now
2229940	2230400	you know
2230400	2230820	they're like
2230820	2231400	38
2231400	2232380	39 years
2232380	2232720	old
2232720	2234520	but even
2234520	2235020	now I
2235020	2235320	mean I
2235320	2236860	when I
2236860	2237320	see that
2237320	2237600	they're
2237600	2238000	happy
2238000	2238740	I'm
2238740	2239080	happy
2239080	2239560	my mother
2239560	2239920	used to
2239920	2240280	say that
2240280	2240680	to me
2240680	2241780	you know
2241780	2242540	when I
2242540	2242820	would do
2242820	2243140	all the
2243140	2243860	crazy things
2243860	2244480	that I've
2244480	2244900	done in
2244900	2245340	my life
2245340	2246000	like become
2246000	2246280	a Zen
2246280	2246500	Buddhist
2246500	2247180	my mother's
2247180	2247640	a Catholic
2247640	2248600	you know
2248600	2249060	I'm a Zen
2249060	2249340	Buddhist
2249340	2249800	monk
2249800	2251100	and she
2251100	2251680	said well
2251680	2252280	what's a Zen
2252280	2252560	Buddhist
2252560	2252960	monk
2252960	2253600	I said well
2253600	2253940	you know
2253940	2254380	it's this
2254380	2254840	and that
2254840	2255620	what do
2255620	2256120	you do
2256120	2257620	what do
2257620	2257980	they pay
2257980	2258160	you
2258160	2258640	nothing
2258640	2259480	where do
2259480	2259580	you
2259580	2260300	you know
2260300	2261340	and she
2261340	2261680	said
2261680	2262140	and then
2262140	2262660	it all
2262660	2263120	would end
2263120	2263400	with
2263400	2264000	well
2264000	2265380	if it
2265380	2265800	makes you
2265800	2266180	happy
2266180	2266560	son
2266560	2267420	it makes
2267420	2268020	me happy
2268020	2269840	and she
2269840	2270360	really meant
2270360	2271360	it
2271360	2271900	you know
2271900	2273420	so
2273420	2274000	that's the
2274000	2274520	way parents
2274520	2274860	are
2274860	2275960	pretty weird
2275960	2276780	you'll find
2276780	2277280	out one of
2277280	2277840	these days
2277840	2278860	I hope
2278860	2280360	thank you
2280360	2281040	oh go ahead
2281040	2281680	one more
2281680	2285520	really
2285520	2288040	63
2288040	2289800	for
2289800	2291000	make believe
2291000	2291600	I have
2291600	2292420	another age
2292420	2293620	65
2293620	2295480	my 65
2295480	2296940	age
2296940	2297560	is the one
2297560	2297820	that
2297820	2299000	technically
2299000	2299720	I am
2299720	2300360	that
2300360	2300920	is
2300920	2301420	I'm a
2301420	2301940	Pisces
2301940	2302800	I was born
2302800	2303260	in February
2303260	2304240	26
2304240	2304880	1930
2304880	2307400	but my
2307400	2308040	real age
2308040	2308500	I'm a
2308500	2308840	Gemini
2308840	2310200	and I
2310200	2310600	was born
2310600	2311560	in 1931
2311560	2313380	so
2313380	2314380	I have
2314380	2315020	two ages
2315020	2318820	I think
2318820	2319160	so
2319160	2320560	as far
2320560	2320860	as I'm
2320860	2321240	concerned
2321240	2321700	they weren't
2321700	2322800	thank you
2322800	2323260	everybody
